L2_orth,L2_link,L2_latin,L2_ipa,L2_en,L2_pos,L2_in
𐍃𐍄𐌰𐌺𐍃,https://en.wiktionary.org/wiki/𐍃𐍄𐌰𐌺𐍃#Gothic,staks,staks,"stigma, wound_mark, scar",n,staks
𐍃𐍄𐌰𐌼𐌼𐍃,https://en.wiktionary.org/wiki/𐍃𐍄𐌰𐌼𐌼𐍃#Gothic,stamms,stamm̥s,stammering,a,stamm̥s
𐍃𐍄𐌰𐌽𐌳𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍄𐌰𐌽𐌳𐌰𐌽#Gothic,standan,standan,stand,v,stand
𐍃𐍄𐌰𐌿𐌰,https://en.wiktionary.org/wiki/𐍃𐍄𐌰𐌿𐌰#Gothic,staua,stɔa,"judgment, trial, dispute",n,stɔa
𐍃𐍄𐌰𐌿𐌰𐍃𐍄𐍉𐌻𐍃,https://en.wiktionary.org/wiki/𐍃𐍄𐌰𐌿𐌰𐍃𐍄𐍉𐌻𐍃#Gothic,stauastōls,stɔastols,"judge's_seat, tribunal",n,stɔastols
𐍃𐍄𐌰𐌿𐍄𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍄𐌰𐌿𐍄𐌰𐌽#Gothic,stautan,stɔtan,"punch_hit, slap",v,stɔt
𐍃𐍄𐌰𐍃𐍃,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐍃𐍄𐌰𐍃𐍃#Gothic,stass,stass,,r,stass
𐍃𐍄𐌰𐍆𐍃,https://en.wiktionary.org/wiki/𐍃𐍄𐌰𐍆𐍃#Gothic,stafs,staɸs,"element, foundation",n,staɸs
𐍃𐍄𐌴𐌹𐌲𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍄𐌴𐌹𐌲𐌰𐌽#Gothic,stēigan,steɪɣan,"climb, ascend",v,steɪɣ
𐍃𐍄𐌹𐌱𐌽𐌰,https://en.wiktionary.org/wiki/𐍃𐍄𐌹𐌱𐌽𐌰#Gothic,stibna,stɪβna,voice,n,stɪβna
𐍃𐍄𐌹𐌲𐌵𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍄𐌹𐌲𐌵𐌰𐌽#Gothic,stigqan,stɪŋkʷan,clash,v,stɪŋkʷ
𐍃𐍄𐌹𐌺𐌻𐍃,https://en.wiktionary.org/wiki/𐍃𐍄𐌹𐌺𐌻𐍃#Gothic,stikls,stɪkl̥s,"beaker, chalice, goblet",n,stɪkl̥s
𐍃𐍄𐌹𐌺𐍃,https://en.wiktionary.org/wiki/𐍃𐍄𐌹𐌺𐍃#Gothic,stiks,stɪks,"point, moment",n,stɪks
𐍃𐍄𐌹𐌻𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍄𐌹𐌻𐌰𐌽#Gothic,stilan,stɪlan,steal,v,stɪl
𐍃𐍄𐌹𐌿𐍂,https://en.wiktionary.org/wiki/𐍃𐍄𐌹𐌿𐍂#Gothic,stiur,stɪur,"male_calf, young_bull",n,stɪur
𐍃𐍄𐌹𐍅𐌹𐍄𐌹,https://en.wiktionary.org/wiki/𐍃𐍄𐌹𐍅𐌹𐍄𐌹#Gothic,stiwiti,stɪwɪtɪ,patience,n,stɪwɪtɪ
𐍃𐍄𐌿𐌱𐌾𐌿𐍃,https://en.wiktionary.org/wiki/𐍃𐍄𐌿𐌱𐌾𐌿𐍃#Gothic,stubjus,stuβjus,dust,n,stuβjus
𐍃𐍄𐍂𐌰𐌿𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍄𐍂𐌰𐌿𐌾𐌰𐌽#Gothic,straujan,strɔjan,strew,v,strɔj
𐍃𐍄𐍂𐌹𐌺𐍃,https://en.wiktionary.org/wiki/𐍃𐍄𐍂𐌹𐌺𐍃#Gothic,striks,strɪks,"line, stroke",n,strɪks
𐍃𐍄𐍉𐌻𐍃,https://en.wiktionary.org/wiki/𐍃𐍄𐍉𐌻𐍃#Gothic,stōls,stols,chair,n,stols
𐍃𐍄𐍉𐌼𐌰,https://en.wiktionary.org/wiki/𐍃𐍄𐍉𐌼𐌰#Gothic,stōma,stoma,"substantial_grounds, just_cause",n,stoma
𐍃𐍄𐍉𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍄𐍉𐌾𐌰𐌽#Gothic,stōjan,stojan,judge,v,stoj
𐍃𐍅𐌰,https://en.wiktionary.org/wiki/𐍃𐍅𐌰#Gothic,swa,swa,"so, thus, like_that, in_that_manner",r,swa
𐍃𐍅𐌰𐌴𐌹,https://en.wiktionary.org/wiki/𐍃𐍅𐌰𐌴𐌹#Gothic,swaēi,swaeɪ,"so_that, insomuch",r,swaeɪ
𐍃𐍅𐌰𐌹𐌷𐍂𐌰,https://en.wiktionary.org/wiki/𐍃𐍅𐌰𐌹𐌷𐍂𐌰#Gothic,swaihra,swɛhra,father_in_law,n,swɛhra
𐍃𐍅𐌰𐌹𐌷𐍂𐍉,https://en.wiktionary.org/wiki/𐍃𐍅𐌰𐌹𐌷𐍂𐍉#Gothic,swaihrō,swɛhro,mother_in_law,n,swɛhro
𐍃𐍅𐌰𐌹𐍂𐌱𐌰𐌽,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐍃𐍅𐌰𐌹𐍂𐌱𐌰𐌽#Gothic,swairban,swɛrban,,r,swɛrban
𐍃𐍅𐌰𐌻𐌰𐌿𐌸𐍃,https://en.wiktionary.org/wiki/𐍃𐍅𐌰𐌻𐌰𐌿𐌸𐍃#Gothic,swalauþs,swalɔθs,"so_great, so_extensive",a,swalɔθs
𐍃𐍅𐌰𐌻𐌴𐌹𐌺𐍃,https://en.wiktionary.org/wiki/𐍃𐍅𐌰𐌻𐌴𐌹𐌺𐍃#Gothic,swalēiks,swaleɪks,"such, that_kind_of, that_sort_of",r,swaleɪks
𐍃𐍅𐌰𐌼𐌼𐍃,https://en.wiktionary.org/wiki/𐍃𐍅𐌰𐌼𐌼𐍃#Gothic,swamms,swamm̥s,sponge,n,swamm̥s
𐍃𐍅𐌰𐍂𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍅𐌰𐍂𐌰𐌽#Gothic,swaran,swaran,swear,v,swar
𐍃𐍅𐌰𐍂𐌴,https://en.wiktionary.org/wiki/𐍃𐍅𐌰𐍂𐌴#Gothic,swarē,sware,"without_, reason, in_vain",r,sware
𐍃𐍅𐌰𐍂𐍄𐌹𐌶𐌻,https://en.wiktionary.org/wiki/𐍃𐍅𐌰𐍂𐍄𐌹𐌶𐌻#Gothic,swartizl,swartɪzl,ink,n,swartɪzl
𐍃𐍅𐌰𐍂𐍄𐍃,https://en.wiktionary.org/wiki/𐍃𐍅𐌰𐍂𐍄𐍃#Gothic,swarts,swarts,black,a,swarts
𐍃𐍅𐌰𐍃𐍅𐌴,https://en.wiktionary.org/wiki/𐍃𐍅𐌰𐍃𐍅𐌴#Gothic,swaswē,swaswe,"relative_adverb, as",r,swaswe
𐍃𐍅𐌴,https://en.wiktionary.org/wiki/𐍃𐍅𐌴#Gothic,swē,swe,"like, similar_to",r,swe
𐍃𐍅𐌴𐌲𐌽𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐍃𐍅𐌴𐌲𐌽𐌹𐌸𐌰#Gothic,swēgniþa,sweɣnɪθa,"jubilance, exultation, joy",n,sweɣnɪθa
𐍃𐍅𐌴𐌹𐌱𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍅𐌴𐌹𐌱𐌰𐌽#Gothic,swēiban,sweɪβan,"cease, end, finish",v,sweɪβ
𐍃𐍅𐌴𐌹𐌽,https://en.wiktionary.org/wiki/𐍃𐍅𐌴𐌹𐌽#Gothic,swēin,sweɪn,pig,n,sweɪn
𐍃𐍅𐌴𐍂𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍅𐌴𐍂𐌰𐌽#Gothic,swēran,sweran,honour,v,swer
𐍃𐍅𐌴𐍂𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐍃𐍅𐌴𐍂𐌹𐌸𐌰#Gothic,swēriþa,swerɪθa,honour,n,swerɪθa
𐍃𐍅𐌴𐍂𐍃,https://en.wiktionary.org/wiki/𐍃𐍅𐌴𐍂𐍃#Gothic,swērs,swers,"honored, dear",a,swers
𐍃𐍅𐌴𐍃,https://en.wiktionary.org/wiki/𐍃𐍅𐌴𐍃#Gothic,swēs,swes,own,a,swes
𐍃𐍅𐌹𐌱𐌻𐍃,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌱𐌻𐍃#Gothic,swibls,swɪβl̥s,"sulfur, brimstone",n,swɪβl̥s
𐍃𐍅𐌹𐌲𐌻𐌾𐌰,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌲𐌻𐌾𐌰#Gothic,swiglja,swɪɣl̥ja,flautist,n,swɪɣl̥ja
𐍃𐍅𐌹𐌲𐌻𐍉𐌽,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌲𐌻𐍉𐌽#Gothic,swiglōn,swɪɣlon,"play_, flute",v,swɪɣlon
𐍃𐍅𐌹𐌲𐌽𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌲𐌽𐌹𐌸𐌰#Gothic,swigniþa,swɪɣnɪθa,Alternative_spelling_of_𐍃𐍅𐌴𐌲𐌽𐌹𐌸𐌰,n,swɪɣnɪθa
𐍃𐍅𐌹𐌺𐌽𐌴𐌹,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌺𐌽𐌴𐌹#Gothic,swiknēi,swɪkneɪ,"purity, innocence",n,swɪkneɪ
𐍃𐍅𐌹𐌺𐌽𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌺𐌽𐌴𐌹𐌽𐍃#Gothic,swiknēins,swɪkneɪns,purification,n,swɪkneɪns
𐍃𐍅𐌹𐌺𐌽𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌺𐌽𐌹𐌸𐌰#Gothic,swikniþa,swɪknɪθa,"purity, chastity",n,swɪknɪθa
𐍃𐍅𐌹𐌺𐌽𐍃,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌺𐌽𐍃#Gothic,swikns,swɪkn̥s,"innocent, pure",a,swɪkn̥s
𐍃𐍅𐌹𐌺𐌿𐌽𐌸𐌰𐌱𐌰,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌺𐌿𐌽𐌸𐌰𐌱𐌰#Gothic,swikunþaba,swɪkunθaβa,openly,r,swɪkunθaβa
𐍃𐍅𐌹𐌺𐌿𐌽𐌸𐍃,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌺𐌿𐌽𐌸𐍃#Gothic,swikunþs,swɪkunθs,"known_openly, conspicuously_known",a,swɪkunθs
𐍃𐍅𐌹𐌻𐍄𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌻𐍄𐌰𐌽#Gothic,swiltan,swɪltan,die,v,swɪlt
𐍃𐍅𐌹𐌽𐌸𐌴𐌹,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌽𐌸𐌴𐌹#Gothic,swinþēi,swɪnθeɪ,"strength, power",n,swɪnθeɪ
𐍃𐍅𐌹𐌽𐌸𐌹𐌻𐌰,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐍃𐍅𐌹𐌽𐌸𐌹𐌻𐌰#Gothic,swinþila,swɪnθɪla,,r,swɪnθɪla
𐍃𐍅𐌹𐌽𐌸𐌽𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌽𐌸𐌽𐌰𐌽#Gothic,swinþnan,swɪnθnan,become_strong,v,swɪnθn
𐍃𐍅𐌹𐌽𐌸𐍃,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐌽𐌸𐍃#Gothic,swinþs,swɪnθs,"strong, healthy",a,swɪnθs
𐍃𐍅𐌹𐍃𐍄𐌰𐍂,https://en.wiktionary.org/wiki/𐍃𐍅𐌹𐍃𐍄𐌰𐍂#Gothic,swistar,swɪstar,sister,n,swɪstar
𐍃𐍅𐌽𐌰𐌲𐍉𐌲𐌰𐍆𐌰𐌸𐍃,https://en.wiktionary.org/wiki/𐍃𐍅𐌽𐌰𐌲𐍉𐌲𐌰𐍆𐌰𐌸𐍃#Gothic,swnagōgafaþs,swnaɣoɣaɸaθs,", leader_of_, synagogue",n,swnaɣoɣaɸaθs
𐍃𐍅𐌽𐌰𐌲𐍉𐌲𐌴,https://en.wiktionary.org/wiki/𐍃𐍅𐌽𐌰𐌲𐍉𐌲𐌴#Gothic,swnagōgē,swnaɣoɣe,", synagogue",n,swnaɣoɣe
𐍃𐍅𐌿𐌻𐍄𐌰𐍅𐌰𐌹𐍂𐌸𐌾𐌰,https://en.wiktionary.org/wiki/𐍃𐍅𐌿𐌻𐍄𐌰𐍅𐌰𐌹𐍂𐌸𐌾𐌰#Gothic,swultawairþja,swultawɛrθja,", fey_man, , man_who_is_near_death",n,swultawɛrθja
𐍃𐍅𐌿𐌼𐍃𐌻,https://en.wiktionary.org/wiki/𐍃𐍅𐌿𐌼𐍃𐌻#Gothic,swumsl,swumsl,"pool, place_for_swimming",n,swumsl
𐍃𐍅𐌿𐌼𐍆𐍃𐌻,https://en.wiktionary.org/wiki/𐍃𐍅𐌿𐌼𐍆𐍃𐌻#Gothic,swumfsl,swumɸsl,Alternative_form_of_𐍃𐍅𐌿𐌼𐍃𐌻,n,swumɸsl
𐍃𐍅𐍂𐌹𐌰,https://en.wiktionary.org/wiki/𐍃𐍅𐍂𐌹𐌰#Gothic,swria,swrɪa,Syria,n,swrɪa
𐍃𐍅𐍉𐌲𐌰𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍅𐍉𐌲𐌰𐍄𐌾𐌰𐌽#Gothic,swōgatjan,swoɣatjan,sigh,v,swoɣatj
𐍃𐍉𐌸,https://en.wiktionary.org/wiki/𐍃𐍉𐌸#Gothic,sōþ,soθ,"satisfaction, satiation",n,soθ
𐍃𐍉𐌺𐌰𐍂𐌴𐌹𐍃,https://en.wiktionary.org/wiki/𐍃𐍉𐌺𐌰𐍂𐌴𐌹𐍃#Gothic,sōkarēis,sokareɪs,"investigator, seeker",n,sokareɪs
𐍃𐍉𐌺𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍃𐍉𐌺𐌴𐌹𐌽𐍃#Gothic,sōkēins,sokeɪns,", search, investigation",n,sokeɪns
𐍃𐍉𐌺𐌽𐍃,https://en.wiktionary.org/wiki/𐍃𐍉𐌺𐌽𐍃#Gothic,sōkns,sokn̥s,"question, point_of_controversy",n,sokn̥s
𐍃𐍉𐌺𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍃𐍉𐌺𐌾𐌰𐌽#Gothic,sōkjan,sokjan,seek,v,sokj
𐍄,https://en.wiktionary.org/wiki/𐍄#Gothic,t,t,"The_twenty_first_letter_of_, Gothic_alphabet, representing_/t/, with_, numerical_value_of_300.",r,t
𐍄𐌰𐌲𐌻,https://en.wiktionary.org/wiki/𐍄𐌰𐌲𐌻#Gothic,tagl,taɣl,hair,n,taɣl
𐍄𐌰𐌲𐍂,https://en.wiktionary.org/wiki/𐍄𐌰𐌲𐍂#Gothic,tagr,taɣr,teardrop,n,taɣr
𐍄𐌰𐌲𐍂𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌰𐌲𐍂𐌾𐌰𐌽#Gothic,tagrjan,taɣr̥jan,shed_tears,v,taɣr̥j
𐍄𐌰𐌷𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌰𐌷𐌾𐌰𐌽#Gothic,tahjan,tahjan,"tear, rend, rip",v,tahj
𐍄𐌰𐌹𐌷𐌿𐌽,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐌷𐌿𐌽#Gothic,taihun,tɛhun,ten,r,tɛhun
𐍄𐌰𐌹𐌷𐌿𐌽 𐌸𐌿𐍃𐌿𐌽𐌳𐌾𐍉𐍃,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐌷𐌿𐌽 𐌸𐌿𐍃𐌿𐌽𐌳𐌾𐍉𐍃#Gothic,taihun þusundjōs,tɛhunθusundjos,ten_thousand,n,tɛhunθusundjos
𐍄𐌰𐌹𐌷𐌿𐌽𐌳𐌰,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐌷𐌿𐌽𐌳𐌰#Gothic,taihunda,tɛhunda,", tenth",a,tɛhunda
𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌰𐌹𐌷𐌿𐌽𐌳,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌰𐌹𐌷𐌿𐌽𐌳#Gothic,taihuntaihund,tɛhuntɛhund,"one_hundred, teenty",n,tɛhuntɛhund
𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌰𐌹𐌷𐌿𐌽𐌳𐍆𐌰𐌻𐌸𐍃,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌰𐌹𐌷𐌿𐌽𐌳𐍆𐌰𐌻𐌸𐍃#Gothic,taihuntaihundfalþs,tɛhuntɛhundɸalθs,hundredfold,a,tɛhuntɛhundɸalθs
𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌴𐌷𐌿𐌽𐌳,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌴𐌷𐌿𐌽𐌳#Gothic,taihuntēhund,tɛhuntehund,Alternative_spelling_of_𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌰𐌹𐌷𐌿𐌽𐌳,n,tɛhuntehund
𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌴𐍅𐌴𐌹𐍃,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌴𐍅𐌴𐌹𐍃#Gothic,taihuntēwēis,tɛhunteweɪs,"ordered_by_tens, using_, decimal_system",a,tɛhunteweɪs
𐍄𐌰𐌹𐌷𐍃𐍅𐌰,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐌷𐍃𐍅𐌰#Gothic,taihswa,tɛhswa,right,a,tɛhswa
𐍄𐌰𐌹𐌺𐌽𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐌺𐌽𐌾𐌰𐌽#Gothic,taiknjan,tɛkn̥jan,"show, manifest",v,tɛkn̥j
𐍄𐌰𐌹𐌺𐌽𐍃,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐌺𐌽𐍃#Gothic,taikns,tɛkn̥s,"sign, indication",n,tɛkn̥s
𐍄𐌰𐌹𐌽𐌾𐍉,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐌽𐌾𐍉#Gothic,tainjō,tɛnjo,basket,n,tɛnjo
𐍄𐌰𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐌽𐍃#Gothic,tains,tɛns,"twig_or_branch_of_, bush",n,tɛns
𐍄𐌰𐌹𐍂𐌰𐌽,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐍄𐌰𐌹𐍂𐌰𐌽#Gothic,tairan,tɛran,,r,tɛran
𐍄𐌰𐌹𐍄𐍂𐌰𐍂𐌺𐌴𐍃,https://en.wiktionary.org/wiki/𐍄𐌰𐌹𐍄𐍂𐌰𐍂𐌺𐌴𐍃#Gothic,taitrarkēs,tɛtrarkes,", tetrarch",n,tɛtrarkes
𐍄𐌰𐌻𐌴𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐍄𐌰𐌻𐌴𐌹𐌸𐌰#Gothic,talēiþa,taleɪθa,,r,taleɪθa
𐍄𐌰𐌻𐌶𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍄𐌰𐌻𐌶𐌴𐌹𐌽𐍃#Gothic,talzēins,talzeɪns,instruction,n,talzeɪns
𐍄𐌰𐌻𐌶𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌰𐌻𐌶𐌾𐌰𐌽#Gothic,talzjan,talzjan,"teach, instruct",v,talzj
𐍄𐌰𐌻𐌶𐌾𐌰𐌽𐌳𐍃,https://en.wiktionary.org/wiki/𐍄𐌰𐌻𐌶𐌾𐌰𐌽𐌳𐍃#Gothic,talzjands,talzjands,,r,talzjands
𐍄𐌰𐌽𐌳𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌰𐌽𐌳𐌾𐌰𐌽#Gothic,tandjan,tandjan,kindle),v,tandj
𐍄𐌰𐌿𐌹,https://en.wiktionary.org/wiki/𐍄𐌰𐌿𐌹#Gothic,taui,tɔɪ,"deed, act, accomplishment",n,tɔɪ
𐍄𐌰𐌿𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌰𐌿𐌾𐌰𐌽#Gothic,taujan,tɔjan,"do, make",v,tɔj
𐍄𐌴𐌹𐌷𐌰𐌽,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐍄𐌴𐌹𐌷𐌰𐌽#Gothic,tēihan,teɪhan,,r,teɪhan
𐍄𐌴𐌹𐌼𐌰𐌿𐌸𐌰𐌹𐌿𐍃,https://en.wiktionary.org/wiki/𐍄𐌴𐌹𐌼𐌰𐌿𐌸𐌰𐌹𐌿𐍃#Gothic,tēimauþaius,teɪmɔθɛus,"Timothy, , Biblical_character",n,teɪmɔθɛus
𐍄𐌴𐌺𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌴𐌺𐌰𐌽#Gothic,tēkan,tekan,touch,v,tek
𐍄𐌴𐍅𐌰,https://en.wiktionary.org/wiki/𐍄𐌴𐍅𐌰#Gothic,tēwa,tewa,"order, array",n,tewa
𐍄𐌹𐌲𐌿𐍃,https://en.wiktionary.org/wiki/𐍄𐌹𐌲𐌿𐍃#Gothic,tigus,tɪɣus,decade,n,tɪɣus
𐍄𐌹𐌻,https://en.wiktionary.org/wiki/𐍄𐌹𐌻#Gothic,til,tɪl,something_fitting_or_suitable,n,tɪl
𐍄𐌹𐌼𐌱𐍂𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌹𐌼𐌱𐍂𐌾𐌰𐌽#Gothic,timbrjan,tɪmbr̥jan,Alternative_form_of_𐍄𐌹𐌼𐍂𐌾𐌰𐌽,v,tɪmbr̥j
𐍄𐌹𐌼𐍂𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍄𐌹𐌼𐍂𐌴𐌹𐌽𐍃#Gothic,timrēins,tɪmreɪns,edification,n,tɪmreɪns
𐍄𐌹𐌼𐍂𐌾𐌰,https://en.wiktionary.org/wiki/𐍄𐌹𐌼𐍂𐌾𐌰#Gothic,timrja,tɪmr̥ja,carpenter,n,tɪmr̥ja
𐍄𐌹𐌼𐍂𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌹𐌼𐍂𐌾𐌰𐌽#Gothic,timrjan,tɪmr̥jan,"build, construct",v,tɪmr̥j
𐍄𐌹𐌿𐌷𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌹𐌿𐌷𐌰𐌽#Gothic,tiuhan,tɪuhan,"pull, draw, drag",v,tɪuh
𐍄𐌿𐌲𐌲𐌻,https://en.wiktionary.org/wiki/𐍄𐌿𐌲𐌲𐌻#Gothic,tuggl,tuŋɡl, The_meaning_of_this_term_is_uncertain._Possibilities_include:,n,tuŋɡl
𐍄𐌿𐌲𐌲𐍉,https://en.wiktionary.org/wiki/𐍄𐌿𐌲𐌲𐍉#Gothic,tuggō,tuŋɡo,tongue,n,tuŋɡo
𐍄𐌿𐌶-,https://en.wiktionary.org/wiki/𐍄𐌿𐌶-#Gothic,tuz-,tuz,,r,tuz
𐍄𐌿𐌶𐍅𐌴𐍂𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌿𐌶𐍅𐌴𐍂𐌾𐌰𐌽#Gothic,tuzwērjan,tuzwerjan,"doubt, disbelieve",v,tuzwerj
𐍄𐌿𐌻𐌲𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐍄𐌿𐌻𐌲𐌹𐌸𐌰#Gothic,tulgiþa,tulɡɪθa,"safety, security",n,tulɡɪθa
𐍄𐌿𐌻𐌲𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌿𐌻𐌲𐌾𐌰𐌽#Gothic,tulgjan,tulɡjan,"reinforce, establish, confirm",v,tulɡj
𐍄𐌿𐌻𐌲𐌿𐍃,https://en.wiktionary.org/wiki/𐍄𐌿𐌻𐌲𐌿𐍃#Gothic,tulgus,tulɡus,"steadfast, resistant, firm",a,tulɡus
𐍄𐌿𐌽𐌳𐌽𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐌿𐌽𐌳𐌽𐌰𐌽#Gothic,tundnan,tundnan,be_on_fire,v,tundn
𐍄𐌿𐌽𐌸𐌿𐍃,https://en.wiktionary.org/wiki/𐍄𐌿𐌽𐌸𐌿𐍃#Gothic,tunþus,tunθus,tooth,n,tunθus
-𐍄𐌿𐍃,https://en.wiktionary.org/wiki/-𐍄𐌿𐍃#Gothic,-tus,tus,,r,tus
𐍄𐍂𐌰𐌿𐌰𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍄𐍂𐌰𐌿𐌰𐌹𐌽𐍃#Gothic,trauains,trɔɛns,"trust, confidence",n,trɔɛns
𐍄𐍂𐌰𐌿𐌰𐌽,https://en.wiktionary.org/wiki/𐍄𐍂𐌰𐌿𐌰𐌽#Gothic,trauan,trɔan,trust,v,trɔ
𐍄𐍂𐌰𐌿𐍃𐍄𐌹,https://en.wiktionary.org/wiki/𐍄𐍂𐌰𐌿𐍃𐍄𐌹#Gothic,trausti,trɔstɪ,"covenant, pact",n,trɔstɪ
𐍄𐍂𐌹𐌲𐌲𐍅𐌰,https://en.wiktionary.org/wiki/𐍄𐍂𐌹𐌲𐌲𐍅𐌰#Gothic,triggwa,trɪɡɡwa,"pledge, covenant, testament",n,trɪɡɡwa
𐍄𐍂𐌹𐌲𐌲𐍅𐌰𐌱𐌰,https://en.wiktionary.org/wiki/𐍄𐍂𐌹𐌲𐌲𐍅𐌰𐌱𐌰#Gothic,triggwaba,trɪɡɡwaβa,faithfully,r,trɪɡɡwaβa
𐍄𐍂𐌹𐌲𐌲𐍅𐍃,https://en.wiktionary.org/wiki/𐍄𐍂𐌹𐌲𐌲𐍅𐍃#Gothic,triggws,trɪɡɡws,true,a,trɪɡɡws
𐍄𐍂𐌹𐌲𐍉,https://en.wiktionary.org/wiki/𐍄𐍂𐌹𐌲𐍉#Gothic,trigō,trɪɣo,sadness,n,trɪɣo
𐍄𐍂𐌹𐌿,https://en.wiktionary.org/wiki/𐍄𐍂𐌹𐌿#Gothic,triu,trɪu,piece_of_wood,n,trɪu
𐍄𐍂𐌹𐍅𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐍄𐍂𐌹𐍅𐌴𐌹𐌽𐍃#Gothic,triwēins,trɪweɪns,wooden,a,trɪweɪns
-𐍄𐍃,https://en.wiktionary.org/wiki/-𐍄𐍃#Gothic,-ts,ts,,r,ts
𐍄𐍅𐌰 𐌷𐌿𐌽𐌳𐌰,https://en.wiktionary.org/wiki/𐍄𐍅𐌰 𐌷𐌿𐌽𐌳𐌰#Gothic,twa hunda,twahunda,two_hundred,n,twahunda
𐍄𐍅𐌰𐌹,https://en.wiktionary.org/wiki/𐍄𐍅𐌰𐌹#Gothic,twai,twɛ,two,r,twɛ
