got_lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,got_links,got_occurences,got_certainty,got_reconstructedness,got_ipa,got_en,got_pos
ungalaufs,Adj.,wertlos,"unvaluable, cheap, of no value",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['1'],certain,form,unɡalauɸs,"unvaluable, cheap, of_no_value",a
ungaraíhtei,F.,"Gesetzlosigkeit, Ungerechtigkeit","unrighteousness, iniquity, injustice, lawlessness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['1'],certain,form,unɡarɛhti,"unrighteousness, iniquity, injustice, lawlessness",n
ungasaíƕans,"V., Adj.","ungesehen, unsichtbar","unseen, invisible",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=245,['6'],certain,form,unɡasɛhwans,"unseen, invisible",va
ungastōþs,Adj.,"ohne festen Stand, ohne bleibende Stätte","unstable, unestablished, homeless",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['1'],certain,form,unɡastoθs,"unstable, unestablished, homeless",a
ungatass,Adj.,"ungeordnet, zügellos","disordered, disorderly, disarranged, idle, undisciplined",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['1'],certain,form,unɡatass,"disordered, disorderly, disarranged, idle, undisciplined",a
ungatassaba,Adv.,"unordentlich, ungeregelt","unruly, irregularly, in disarray, in idleness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['2'],certain,,unɡatassaβa,"unruly, irregularly, in_disarray, in_idleness",r
ungatēwiþs,"V., Adj.","ungeordnet, unordentlich","disarranged, disarrayed, disordered, disorganized",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['1'],certain,form,unɡatewɪθs,"disarranged, disarrayed, disordered, disorganized",va
ungawagiþs,"V., Adj.","unbewegt, unbeweglich","unmoved, unshaken, immovable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['1'],certain,form,unɡawaɣɪθs,"unmoved, unshaken, immovable",va
unhabands,"V., Adj.",nicht habend,"not having, non-possessing",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['3'],certain,form,unhaβands,"not_having, nonpossessing",va
unhaili,N.,"Schwäche, Krankheit","unhealthiness, infirmity, disability, sickness, weakness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['2'],certain,form,unhaɪlɪ,"unhealthiness, infirmity, disability, sickness, weakness",n
unhails,Adj.,krank,"unhealthy, ailing, unwell, sick",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['4'],certain,form,unhaɪls,"unhealthy, ailing, unwell, sick",a
unhanduwaúrhts,"V., Adj.","nicht handgemacht, nicht mit der Hand gemacht",non-handmade,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['2'],certain,form,unhanduwɔrhts,nonhandmade,va
unhindarweis,Adj.,ungeheuchelt,"unhypocritical, unpretending, sincere",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['2'],certain,form,unhɪndarwis,"unhypocritical, unpretending, sincere",a
unhiureis,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,[],certain,word,unhɪuris,,a
unhiurs,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,[],certain,word,unhɪurs,,a
unhiuri,N.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,[],certain,word,unhɪurɪ,,n
unhiurs,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,[],uncertain,word,unhɪurs,,a
unhrainei,F.,Unreinheit,uncleanness,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['1'],certain,form,unhraɪni,uncleanness,n
unhrainiþa,F.,Unreinheit,"impurity, uncleanness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['5'],certain,,unhraɪnɪθa,"impurity, uncleanness",n
unhrains,Adj.,"unrein, ungebildet","unclean, ungrammatical, impure, unrefined, unpolished, unskilled",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['23'],certain,,unhraɪns,"unclean, ungrammatical, impure, unrefined, unpolished, unskilled",a
unhulþa,M.,"Unhold, Teufel","male demon, devil, monster",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['12'],certain,,unhulθa,"male_demon, devil, monster",n
unhulþō,F.,"Unholdin, Dämon","female demon, she-devil",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['39'],certain,,unhulθo,"female_demon, shedevil",n
unhunslags,Adj.,"ohne Opfer, unversöhnlich","irreconcilable, implacable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['1'],certain,form,unhunslaɣs,"irreconcilable, implacable",a
unƕapnands,"V., Adj.",unauslöschlich,"quenchless, undying, not becoming extinguished, unquenchable, inextinguishable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=246,['3'],certain,form,unhwapnands,"quenchless, undying, not_becoming_extinguished, unquenchable, inextinguishable",va
unƕeila,Adj.,"unablässig, beständig","unpausing, without pause, unceasing (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['1'],certain,form,unhwila,"unpausing, without_pause, unceasing",a
unkarja,Adj.,"sorglos, unbesorgt","uncaring, careless, negligent, without attention",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['2'],certain,,unkarja,"uncaring, careless, negligent, without_attention",a
unkaúreins,F.,"Unbeschwerde, Unbeschwerlichkeit",unburdensomeness,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['1'],certain,form,unkɔrins,unburdensomeness,n
unkja,M.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,[],certain,form,unkja,,n
unkunnands,"V., Adj.","nicht kennend, unwissend","unknowing, ignorant",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['5'],certain,,unkunnands,"unknowing, ignorant",va
unkunþi,N.,Unkunde,"ignorance, lack of knowledge",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['1'],certain,form,unkunθɪ,"ignorance, lack_of_knowledge",n
unkunþs,"V., Adj.",unbekannt,unknown,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['2'],certain,,unkunθs,unknown,va
unlēdi,N.,Armut,"indigence, poverty",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['2'],certain,,unleðɪ,"indigence, poverty",n
unlēdjan,V.,arm machen,make poor,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,[],uncertain,word,unleðjan,make_poor,v
unlēþs,Adj.,arm,"moneyless, propertyless, poor (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['18'],certain,form,unleθs,"moneyless, propertyless, poor",a
unliufs,Adj.,"ungeliebt, unlieb",unloved,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['1'],certain,form,unlɪuɸs,unloved,a
unliugaiþs,"V., Adj.",unverheiratet,"unmarried, unwed",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['1'],certain,form,unlɪuɣaɪθs,"unmarried, unwed",va
unliugands,"V., Adj.",nicht lügend,"unlying (Adj.), unfalsifying",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['1'],certain,,unlɪuɣands,"unlying, unfalsifying",va
unliuts,Adj.,"ungeheuchelt, ohne Falsch","undeceitful, infeigned, sincere, unhypocritical",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['2'],certain,form,unlɪuts,"undeceitful, infeigned, sincere, unhypocritical",a
unlustus,M.,Unlust,"listlessness, inappetence, apathy",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['1'],certain,form,unlustus,"listlessness, inappetence, apathy",n
unmahteigs,Adj.,"ohnmächtig, schwach, unmöglich","powerless, infirm (Adj.), incapable, impossible, weak",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['13'],certain,,unmahtiɣs,"powerless, infirm, incapable, impossible, weak",a
unmahts,F.,"Ohnmacht, Schwäche, Krankheit","incapacity, sickness, infirmity, weakness, strengthlessness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['3'],certain,form,unmahts,"incapacity, sickness, infirmity, weakness, strengthlessness",n
unmanariggws,Adj.,"ungezähmt, wild, grausam","untamed, barbarous, treacherous, wild (Adj.), cruel (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['21'],certain,form,unmanarɪɡɡws,"untamed, barbarous, treacherous, wild, cruel",a
unmanatriggws,Adj.,"ungezähmt, wild, grausam","untamed, barbarous, treacherous, wild (Adj.), cruel (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,[],uncertain,form,unmanatrɪɡɡws,"untamed, barbarous, treacherous, wild, cruel",a
unmanatriggws,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,[],certain,form,unmanatrɪɡɡws,,a
unmanwus,Adj.,unvorbereitet,"unprepared, not ready",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=247,['21'],certain,form,unmanwus,"unprepared, not_ready",a
unmilds,Adj.,lieblos,"uncharitable, unkind, uncompassionate",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['1'],certain,form,unmɪlds,"uncharitable, unkind, uncompassionate",a
unnuts,Adj.,"unnütz, töricht","useless, unavailing, foolish",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['1'],certain,form,unnuts,"useless, unavailing, foolish",a
unqēniþs,"V., Adj.",unbeweibt,"unwived, unmarried",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['1'],certain,form,unkwenɪθs,"unwived, unmarried",va
unqēþs,Adj.,unaussprechlich,"unspeakable, unutterable, not to be told",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['1'],certain,form,unkweθs,"unspeakable, unutterable, not_to_be_told",a
unriurei,F.,Unvergänglichkeit,"imperishableness, incorruption",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['4'],certain,form,unrɪuri,"imperishableness, incorruption",n
unriureis,Adj.,unvergänglich,"imperishable, incorruptible, immortal (Adj.), eternal",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['3'],certain,form,unrɪuris,"imperishable, incorruptible, immortal, eternal",a
unriurs,Adj.,unvergänglich,"imperishable, incorruptible, immortal (Adj.), eternal",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,[],certain,form,unrɪurs,"imperishable, incorruptible, immortal, eternal",a
unriurs,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,[],certain,form,unrɪurs,,a
unrōdjands,"V., Adj.","nicht redend, stumm","unspeaking, speechless, dumb, unable to speak",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['3'],certain,,unroðjands,"unspeaking, speechless, dumb, unable_to_speak",va
uns,Pron.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,[],certain,,uns,,r
unsahtaba,Adv.,"unbestritten, unbestreitbar","indisputably, incontrovertibly",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['1'],certain,,unsahtaβa,"indisputably, incontrovertibly",r
unsahts,"V., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,[],uncertain,word,unsahts,,va
unsaíƕands,"V., Adj.",nicht sehend,"unseeing, blind (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['1'],certain,form,unsɛhwands,"unseeing, blind",va
unsaltans,"V., Adj.","ungesalzen, kraftlos",unsalted,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['1'],certain,form,unsaltans,unsalted,va
unsar,Pron.,unser,our,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['197192'],certain,,unsar,our,r
unsara,Pron.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,[],uncertain,,unsara,,r
unsēlei,F.,"Bosheit, Schlechtigkeit","unkindness, malevolence, malice, wickedness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['12'],certain,form,unseli,"unkindness, malevolence, malice, wickedness",n
unsēls,Adj.,"übel, böse","unkind, malevolent, malicious, evil (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['9'],certain,form,unsels,"unkind, malevolent, malicious, evil",a
unsibjis,Adj.,"ungesetzlich, gottlos","outlaw, outlawed, excommunicated, unlawful, impious",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['65'],certain,form,unsɪβjɪs,"outlaw, outlawed, excommunicated, unlawful, impious",a
unsis,Pron.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,[],certain,,unsɪs,,r
unskaus,Adj.,nüchtern,"unobscured, unblurred, undimmed, sober (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,['1'],certain,form,unskaus,"unobscured, unblurred, undimmed, sober",a
usskaus,Adj.,nüchtern,"unobscured, unblurred, undimmed, sober (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=248,[],uncertain,form,usskaus,"unobscured, unblurred, undimmed, sober",a
unsūti,"N., N.","Aufstand, Aufruhr","unmildness, untranquility, ungentle situation, confusion",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['1'],certain,form,unsutɪ,"unmildness, untranquility, ungentle_situation, confusion",nn
unsweibands,"V., Adj.",unaufhörlich,"unceasing (Adj.), ceaseless, uncessant",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['4'],certain,,unswiβands,"unceasing, ceaseless, uncessant",va
unswēran,V.,"verunehren, beschimpfen","dishonour (V.), treat with dishonour",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['2'],certain,form,unsweran,"dishonour, treat_with_dishonour",v
unswērei,F.,Unehre,"dishonour (N.), infamy, disrepute (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['1'],certain,form,unsweri,"dishonour, infamy, disrepute",n
unswēriþa,F.,Unehre,"dishonouredness, dishonour (N.), disgrace (N.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['1'],certain,form,unswerɪθa,"dishonouredness, dishonour, disgrace",n
unswērs,Adj.,"nicht geachtet, verachtet","unhonoured, dishonoured, ignoble, undignified, despised",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['3'],certain,,unswers,"unhonoured, dishonoured, ignoble, undignified, despised",a
unswikunþs,Adj.,unbekannt,"unknown, not well-recognized",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['1'],certain,form,unswɪkunθs,"unknown, not_wellrecognized",a
untals,Adj.,"unfügsam, unbotmäßig, ungehorsam, ungebildet, töricht","uneducated, untrained, undisciplined, ineducable, ignorant",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['3'],certain,form,untals,"uneducated, untrained, undisciplined, ineducable, ignorant",a
untē,Konj.,"bis, solange als, denn, weil, da","until the end of the period in which, while (Konj.), up until, until the time th>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['389386'],certain,,unte,"until_the_end_of_the_period_in_which, while, up_until, until_the_time_th",r
untilamalsks,Adj.,"voreilig, unbesonnen","unfittingly precipitate, unsuitably foolhardy, inappropriately brash, reckless",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['1'],certain,form,untɪlamalsks,"unfittingly_precipitate, unsuitably_foolhardy, inappropriately_brash, reckless",a
untriggws,Adj.,"untreu, ungerecht","untrustworthy, unreliable, unjust",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['2'],certain,,untrɪɡɡws,"untrustworthy, unreliable, unjust",a
unþa,V.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,[],certain,,unθa,,v
unþaþlíuhan,V.,"entfliehen, einem entrinnen","escape (V.), get away",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['2'],certain,form,unθaθliuhan,"escape, get_away",v
unþiuda,F.,"Unvolk, Nichtvolk","non-people, non-nation",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['1'],certain,form,unθɪuða,"nonpeople, nonnation",n
unþiuþ,N.,das Böse,"non-good, evil (N.), badness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['7'],certain,form,unθɪuθ,"nongood, evil, badness",n
unþiuþjan,V.,fluchen,"curse (V.), imprecate evil upon, confer a malediction upon",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['1'],certain,form,unθɪuθjan,"curse, imprecate_evil_upon, confer_a_malediction_upon",v
unþwahans,"V., Adj.",ungewaschen,unwashed,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['2'],certain,form,unθwahans,unwashed,va
unufbrikands,"V., Adj.",unanstößig,"unspurning, unscorning, unrebuffing, not giving offence",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['1'],certain,form,unuɸbrɪkands,"unspurning, unscorning, unrebuffing, not_giving_offence",va
unūhteigō,Adv.,zur Unzeit,"unseasonably, at an inopportune time, out of season, on an untimely occasion",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,['1'],certain,,unuhtiɣo,"unseasonably, at_an_inopportune_time, out_of_season, on_an_untimely_occasion",r
unūhteigs,Adj.,unzeitig,untimely (Adj.),https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=249,[],uncertain,word,unuhtiɣs,untimely,a
unuslaisiþs,"V., Adj.","unbelehrt, ungelehrt","uninstructed, uneducated, untaught",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['1'],certain,,unuslaɪsɪθs,"uninstructed, uneducated, untaught",va
unusspillōþs,"V., Adj.","nicht auszuerzählen, unerforschlich","inexpressible, unexplainable, unfathomable",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['2'],certain,form,unusspɪlloθs,"inexpressible, unexplainable, unfathomable",va
unwāhs,Adj.,"tadellos, untadelhaft","uncrooked, unbent, undevious, unswerving, undivergent, blameless",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['1'],certain,form,unwahs,"uncrooked, unbent, undevious, unswerving, undivergent, blameless",a
unwaírþaba,Adv.,unwürdig,"unworthily, unbecomingly",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['2'],certain,,unwɛrθaβa,"unworthily, unbecomingly",r
unwaírþs,Adj.,unwürdig,unworthy,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,[],uncertain,word,unwɛrθs,unworthy,a
unwammei,F.,"Unbeflecktheit, Reinheit, Lauterkeit","spotlessness, flawlessness, stainlessness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['1'],certain,form,unwammi,"spotlessness, flawlessness, stainlessness",n
unwamms,Adj.,"fleckenlos, tadellos, rein","spotless, flawless, unstained",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['4'],certain,form,unwamms,"spotless, flawless, unstained",a
unwaúrstwō,F.,"Untätige, Müßige","non-working woman, unoccupied woman, indolent woman",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['2'],certain,form,unwɔrstwo,"nonworking_woman, unoccupied_woman, indolent_woman",n
unwaurstws,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,[],certain,word,unwaurstws,,a
unweis,Adj.,"ungebildet, unwissend","uninformed, ignorant",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['5'],certain,,unwis,"uninformed, ignorant",a
unwēniggō,Adv.,"unerwartet, plötzlich, unverhofft","unexpectedly, unanticipatedly, unawares",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['1'],certain,,unwenɪŋɡo,"unexpectedly, unanticipatedly, unawares",r
unwērei,"F., F.",Unwille,"disagreeability, unwillingness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['1'],certain,form,unweri,"disagreeability, unwillingness",nn
unwēreins,"F., F.",Unwille,"disagreeability, unwillingness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,[],certain,form,unwerins,"disagreeability, unwillingness",nn
unwēreins,F.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,[],certain,form,unwerins,,n
unwēreis,Adj.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,[],uncertain,word,unweris,,a
unwērjan,V.,"unwillig sein (V.), zürnen","disagree, refuse to agree, be disagreeable, be unwilling",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['2'],certain,,unwerjan,"disagree, refuse_to_agree, be_disagreeable, be_unwilling",v
unwērs,Adj.,"unwillig, zornig","disagreeable, disagreeing",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,[],certain,word,unwers,"disagreeable, disagreeing",a
unwēreis,Adj.,"unwillig, zornig","disagreeable, disagreeing",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,[],certain,word,unweris,"disagreeable, disagreeing",a
unwiss,Adj.,"ungewiss, ins Ungewisse","uncertain, unsure",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['1'],certain,form,unwɪss,"uncertain, unsure",a
unwita,M.,"Unwissender, Unverständiger, Törichter","ignorant person, unknowing person, nonsensical person, fool (M.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['6'],certain,,unwɪta,"ignorant_person, unknowing_person, nonsensical_person, fool",n
unwitands,"V., Adj.",unwissend,"unknowing (Adj.), ignorant",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['2'],certain,,unwɪtands,"unknowing, ignorant",va
unwiti,N.,"Unwissenheit, Unverstand","ignorance, unknowingness, unintelligence, senselessness, foolishness",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=250,['3'],certain,,unwɪtɪ,"ignorance, unknowingness, unintelligence, senselessness, foolishness",n
unwunands,"V., Adj.","beängstigt, bekümmert","discontent, unhappy, upset (Adj.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['1'],certain,,unwunands,"discontent, unhappy, upset",va
ur,"V., Präp.",aus,"out, ex-",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,[],certain,,ur,"out, ex",vr
ūraz,M.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,[],certain,,uraz,,n
urraisjan,V.,"zum Aufstehen bringen, aufrichten, erwecken, erregen, aufregen","cause to rise up, raise up, rouse (V.), arouse",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['26'],certain,,urraɪsjan,"cause_to_rise_up, raise_up, rouse, arouse",v
urrannjan,V.,aufgehen lassen,"cause to emerge, cause to course out",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['1'],certain,form,urrannjan,"cause_to_emerge, cause_to_course_out",v
urrēdan,V.,"auflegen, bestimmen, urteilen","legislate, plan out, derive from argument, determine, decide",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['1'],certain,form,urreðan,"legislate, plan_out, derive_from_argument, determine, decide",v
urreisan,V.,"erstehen, sich erheben, aufstehen","arise, rise (V.), get up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['58'],certain,,urrisan,"arise, rise, get_up",v
urrinnan,V.,"auslaufen, ausgehen, aufgehen (von Samen oder von der Sonne)","run out, emerge, come forth, come up (of plant seed or the sun), rise (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['28'],certain,form,urrɪnnan,"run_out, emerge, come_forth, come_up, rise",v
urrists,F.,Auferstehung,"arising (N.), rising up",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['1'],certain,form,urrɪsts,"arising, rising_up",n
urrugks,Adj.,verworfen?,"expelled?, outcast (Adj.)?, excommunicated?, depraved",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['1'],certain,form,urruŋks,"expelled, outcast, excommunicated, depraved",a
urrūmnan,V.,"sich erweitern, aufgehen","become spacious, become commodious, enlarge, widen, open wide",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['2'],certain,form,urrumnan,"become_spacious, become_commodious, enlarge, widen, open_wide",v
urruns,M.,"Aufgang (der Sonne), Osten, Abtritt","egress (N.), emergence, solar egress, sunrise, sunup, runoff, sewer, latrine, to>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,"['1', '3']",certain,,urruns,"egress, emergence, solar_egress, sunrise, sunup, runoff, sewer, latrine, to",n
urruns,F.,Ausgang,"exodus, departure, exit",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,"['2', '1']",certain,,urruns,"exodus, departure, exit",n
ūrs,M.,"Auerochs, u-Rune","urus, aurochs, name of u-rune",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,[],certain,word,urs,"urus, aurochs, name_of_urune",n
ūraz,M.,"Auerochs, u-Rune","urus, aurochs, name of u-rune",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,[],certain,,uraz,"urus, aurochs, name_of_urune",n
us,Präp.,"aus, von her, seit, gleich nach","out of, from, away from, forth from, of, since, proceeding from, utilizing",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['345'],certain,,us,"out_of, from, away_from, forth_from, of, since, proceeding_from, utilizing",r
usagiþs,"V., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,[],uncertain,word,usaɣɪθs,,va
usagjan,V.,einen erschrecken,"frighten utterly, terrify, make exceedingly afraid",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['1'],certain,form,usaɣjan,"frighten_utterly, terrify, make_exceedingly_afraid",v
usagljan,V.,"ins Gesicht schlagen, bedrängen, belästigen, beschimpfen","inflict injury upon, cause harm to, be hurtful to, bother (V.)",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['1'],certain,form,usaɣljan,"inflict_injury_upon, cause_harm_to, be_hurtful_to, bother",v
usaiwjan,V.,sich anstrengen,"endure to the end, persevere, exert o.s.",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['1'],certain,form,usaɪwjan,"endure_to_the_end, persevere, exert_os",v
usalþan,V.,"alt werden, veralten","grow very old, reach extreme age",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=251,['1'],certain,form,usalθan,"grow_very_old, reach_extreme_age",v
usalþans,"V., Adj.",,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,[],certain,form,usalθans,,va
usanan,V.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,[],certain,form,usanan,,v
usbaíran,V.,"hinaustragen, hervorbringen, vorbringen, ertragen","bear away, bear forth, bear out, remove (V.), carry out, bring forth, produce (V>>>",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['6'],certain,,usbɛran,"bear_away, bear_forth, bear_out, remove, carry_out, bring_forth, produceV",v
usbalþei,"F., F.","Frechheit, fortwährende Zänkerei","insolence, arrogance, continuous bickering",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,['1'],certain,form,usbalθi,"insolence, arrogance, continuous_bickering",nn
usbalþeins,"F., F.","Frechheit, fortwährende Zänkerei","insolence, arrogance, continuous bickering",https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,[],uncertain,,usbalθins,"insolence, arrogance, continuous_bickering",nn
usbalþeins,F.,,,https://koeblergerhard.de/wikiling/?query=&f=got&mod=0&page=252,[],certain,,usbalθins,,n
